,Rank,Player Name,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes,90s,Goals,Assist,G+A,G-PK,Penalty Kicks Scored,Penalty Kicks Taken,Yellow Card,Red Card,xG,npxG,xAG,npxG+xAG,Prog Carry,Prog Pass,Prog Pass Rec,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Tackles Done,Tackles Won,Def 3rd Tackle,Mid 3rd Tackle,Att 3rd Tackle,Dribblers Tackled,Drib Tackle Attempt,Drib Tack Won%,Drib Tack Lost,Blocks Total,Shots Block,Pass Block,Intercept,Tack + Intercept,Clearance,Errors to shot
408,409,Alessandro Circati,au AUS,DF,Parma,it Serie A,20-358,2003,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,2,3,1,0,1,1,100.0,0,5,4,1,2,6,29,1
409,410,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,30-200,1994,6,3,292,3.2,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,2,22,2,0.00,0.31,0.31,0.00,0.31,0.09,0.14,0.23,0.09,0.23,6,3,4,2,0,1,6,16.7,5,6,3,3,5,11,15,0
410,411,Alphadjo Cissè,it ITA,MF,Hellas Verona,it Serie A,17-346,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.93,0.93,0.93,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
411,412,Seydouba Cissé,gn GUI,MF,Leganés,es La Liga,23-235,2001,8,6,526,5.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,9,30,12,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,13,10,6,6,1,4,9,44.4,5,7,0,7,2,15,9,0
412,413,Jack Clarke,eng ENG,FW,Ipswich Town,eng Premier League,23-314,2000,4,1,160,1.8,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.0,3,4,11,0.00,0.56,0.56,0.00,0.56,0.14,0.42,0.56,0.14,0.56,4,2,0,4,0,1,5,20.0,4,0,0,0,0,4,3,0
413,414,Jonathan Clauss,fr FRA,"MF,DF",Nice,fr Ligue 1,32-007,1992,6,5,448,5.0,1,2,3,1,0,0,0,0,0.6,0.6,1.3,2.0,10,15,21,0.20,0.40,0.60,0.20,0.60,0.13,0.26,0.39,0.13,0.39,19,14,9,9,1,10,15,66.7,5,5,1,4,7,26,13,0
414,415,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,33-180,1991,2,2,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,4,4,2,1,5,6,83.3,1,0,0,0,1,8,8,1
415,416,Conor Coady,eng ENG,DF,Leicester City,eng Premier League,31-220,1993,1,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,2,1,1,1,1,2,0
416,417,Marcus Coco,fr FRA,DF,Nantes,fr Ligue 1,28-100,1996,5,3,277,3.1,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,6,13,10,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,11,11,5,4,2,6,11,54.5,5,5,2,3,2,13,8,0
417,418,Saúl Coco,gq EQG,DF,Torino,it Serie A,25-236,1999,5,5,450,5.0,2,0,2,2,0,0,0,0,0.2,0.2,0.0,0.2,0,10,0,0.40,0.00,0.40,0.40,0.40,0.04,0.00,0.04,0.04,0.04,8,5,5,3,0,1,4,25.0,3,9,4,5,10,18,25,0
418,419,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,35-357,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0,6,2,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.57,0.57,0.57,1,0,0,1,0,1,2,50.0,1,2,1,1,0,1,2,0
419,420,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,23-155,2001,6,6,540,6.0,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,5,13,3,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,11,6,7,3,1,8,10,80.0,2,20,16,4,5,16,19,0
420,421,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,20-266,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
421,422,Toby Collyer,eng ENG,MF,Manchester Utd,eng Premier League,20-273,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,4,3,1,3,0,2,2,100.0,0,0,0,0,0,4,1,0
422,423,Lorenzo Colombo,it ITA,"FW,MF",Empoli,it Serie A,22-208,2002,6,6,421,4.7,2,1,3,1,1,1,1,0,2.1,1.4,0.5,1.8,8,2,22,0.43,0.21,0.64,0.21,0.43,0.46,0.10,0.56,0.29,0.39,5,3,0,3,2,1,4,25.0,3,4,0,4,0,5,0,0
423,424,Andrea Colpani,it ITA,"MF,FW",Fiorentina,it Serie A,25-144,1999,6,5,374,4.2,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,10,15,33,0.00,0.00,0.00,0.00,0.00,0.22,0.01,0.23,0.22,0.23,4,2,2,2,0,0,4,0.0,4,1,0,1,1,5,4,0
424,425,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,21-219,2003,6,6,540,6.0,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,3,22,0,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,4,2,4,0,0,1,3,33.3,2,9,7,2,7,11,25,0
425,426,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,28-111,1996,5,2,204,2.3,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,14,6,29,0.00,0.44,0.44,0.00,0.44,0.12,0.19,0.31,0.12,0.31,7,3,3,1,3,3,3,100.0,0,3,0,3,1,8,5,0
426,427,Eray Cömert,ch SUI,"DF,MF",Valladolid,es La Liga,26-241,1998,7,6,517,5.7,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2,9,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,7,2,4,3,0,5,9,55.6,4,7,5,2,6,13,21,1
427,428,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,27-363,1996,8,7,582,6.5,0,2,2,0,0,0,1,0,0.2,0.2,0.6,0.8,12,44,14,0.00,0.31,0.31,0.00,0.31,0.02,0.10,0.12,0.02,0.12,15,10,8,7,0,3,11,27.3,8,10,4,6,7,22,7,0
428,429,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,19-225,2005,5,5,407,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,16,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,5,6,3,2,5,8,62.5,3,6,5,1,2,13,9,0
429,430,Francisco Conceição,pt POR,FW,Juventus,it Serie A,21-293,2002,2,0,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.7,1.0,5,1,6,1.22,0.00,1.22,1.22,1.22,0.30,0.88,1.18,0.30,1.18,2,1,1,1,0,2,2,100.0,0,0,0,0,1,3,0,0
430,431,Diego Conde,es ESP,GK,Villarreal,es La Liga,25-340,1998,8,8,720,8.0,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.12,0.12,0.00,0.12,0.00,0.02,0.02,0.00,0.02,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,4,1
431,432,Tomás Conechny,ar ARG,"FW,MF",Alavés,es La Liga,26-186,1998,5,5,357,4.0,1,0,1,1,0,0,2,0,1.2,1.2,0.1,1.4,6,3,23,0.25,0.00,0.25,0.25,0.25,0.31,0.03,0.34,0.31,0.34,4,2,2,2,0,2,10,20.0,8,5,0,5,3,7,3,0
432,433,Sirlord Conteh,de GER,"FW,DF",Heidenheim,de Bundesliga,28-085,1996,4,0,126,1.4,0,1,1,0,0,0,0,0,0.0,0.0,1.1,1.1,6,5,12,0.00,0.71,0.71,0.00,0.71,0.00,0.79,0.79,0.00,0.79,3,2,2,1,0,1,1,100.0,0,0,0,0,0,3,1,0
433,434,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,27-242,1997,6,6,533,5.9,1,2,3,1,0,0,3,0,0.3,0.3,1.2,1.5,5,35,6,0.17,0.34,0.51,0.17,0.51,0.06,0.20,0.26,0.06,0.26,16,7,8,8,0,5,15,33.3,10,10,2,8,10,26,9,0
434,435,Copete,es ESP,DF,Mallorca,es La Liga,24-358,1999,6,2,218,2.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,5,1,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,5,4,5,0,0,2,2,100.0,0,3,1,2,1,6,20,0
435,436,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,20-279,2003,6,6,540,6.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,4,5,2,1,6,9,66.7,3,10,5,5,13,21,25,1
436,437,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,26-312,1997,4,4,343,3.8,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,5,3,3,2,0,4,5,80.0,1,4,1,3,3,8,18,0
437,438,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,28-005,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,5,5,1,4,0,0,4,0.0,4,0,0,0,0,5,2,0
438,439,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,27-295,1996,3,3,208,2.3,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,2,8,9,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,3,3,2,0,1,3,4,75.0,1,3,1,2,3,6,10,1
439,440,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,29-207,1995,8,0,190,2.1,2,0,2,2,0,0,0,0,2.1,2.1,0.2,2.3,6,7,19,0.95,0.00,0.95,0.95,0.95,1.00,0.08,1.09,1.00,1.09,1,0,1,0,0,1,3,33.3,2,2,0,2,1,2,1,0
440,441,Joaquín Correa,ar ARG,"MF,FW",Inter,it Serie A,30-050,1994,2,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,4,1,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.46,0.46,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
441,442,Thierry Correia,pt POR,DF,Valencia,es La Liga,25-207,1999,8,6,553,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,13,37,35,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,19,12,15,2,2,10,16,62.5,6,8,0,8,4,23,12,0
442,443,David Costa,pt POR,MF,Lens,fr Ligue 1,23-271,2001,3,1,134,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,5,9,4,0.00,0.00,0.00,0.00,0.00,0.38,0.07,0.45,0.38,0.45,1,0,0,1,0,1,2,50.0,1,4,1,3,1,2,0,0
443,444,Logan Costa,cv CPV,DF,Villarreal,es La Liga,23-184,2001,6,5,466,5.2,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,21,0,0.19,0.00,0.19,0.19,0.19,0.05,0.00,0.05,0.05,0.05,4,3,3,1,0,3,3,100.0,0,2,2,0,3,7,26,0
444,445,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,23-184,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,2,1,0,2,0,1,1,100.0,0,2,2,0,2,4,4,0
445,446,Samu Costa,pt POR,MF,Mallorca,es La Liga,23-310,2000,8,8,717,8.0,0,1,1,0,0,0,2,0,0.8,0.8,0.2,1.0,5,37,17,0.00,0.13,0.13,0.00,0.13,0.10,0.03,0.13,0.10,0.13,24,12,13,10,1,9,19,47.4,10,6,3,3,6,30,30,0
446,447,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,32-041,1992,4,2,200,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,6,4,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,0,0,0,0,0,0,3,0.0,3,2,2,0,2,2,4,0
447,448,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,28-175,1996,6,2,256,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,2,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,5,4,3,2,0,2,5,40.0,3,4,1,3,1,6,3,0
448,449,Lasso Coulibaly,gh GHA,"FW,MF",Auxerre,fr Ligue 1,21-349,2002,2,0,38,0.4,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,0,3,2.37,0.00,2.37,2.37,2.37,0.52,0.00,0.52,0.52,0.52,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
449,450,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,20-354,2003,2,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,1,1,0,1,0,0,0,,0,3,1,2,3,4,8,0
450,451,Tanguy Coulibaly,fr FRA,FW,Montpellier,fr Ligue 1,23-227,2001,5,3,284,3.2,0,0,0,0,0,0,2,1,0.2,0.2,0.4,0.6,16,5,23,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.19,0.08,0.19,5,4,2,3,0,2,7,28.6,5,3,0,3,2,7,0,0
451,452,Woyo Coulibaly,fr FRA,DF,Parma,it Serie A,25-135,1999,6,5,495,5.5,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,21,18,13,0.00,0.18,0.18,0.00,0.18,0.00,0.08,0.08,0.00,0.08,8,5,5,1,2,4,6,66.7,2,12,1,11,3,11,9,0
452,453,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32-144,1992,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
453,454,Yan Couto,br BRA,DF,Dortmund,de Bundesliga,22-121,2002,3,1,146,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,6,11,12,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,2,1,2,0,0,2,5,40.0,3,4,0,4,1,3,3,0
454,455,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,25-268,1999,3,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,6,5,2,3,1,5,6,83.3,1,0,0,0,1,7,2,0
455,456,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,34-292,1989,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
456,457,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,22-046,2002,5,4,328,3.6,0,0,0,0,0,0,0,0,0.9,0.9,0.5,1.3,4,10,1,0.00,0.00,0.00,0.00,0.00,0.24,0.13,0.37,0.24,0.37,8,2,2,6,0,7,12,58.3,5,3,2,1,5,13,16,1
457,458,Bryan Cristante,it ITA,MF,Roma,it Serie A,29-213,1995,6,6,503,5.6,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,6,32,3,0.18,0.00,0.18,0.18,0.18,0.06,0.02,0.09,0.06,0.09,8,6,4,4,0,2,5,40.0,3,6,5,1,9,17,15,0
458,459,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,28-319,1995,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,1,0,0,3,1,1,100.0,0,2,1,1,1,4,3,0
459,460,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32-066,1992,4,2,206,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,8,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,2,0,1,1,0,0,1,0.0,1,1,0,1,0,2,7,0
460,461,Juan Cruz,es ESP,"FW,MF",Leganés,es La Liga,24-160,2000,8,5,433,4.8,3,0,3,3,0,0,1,0,0.9,0.9,0.3,1.2,12,18,26,0.62,0.00,0.62,0.62,0.62,0.19,0.06,0.25,0.19,0.25,5,3,2,3,0,3,5,60.0,2,4,1,3,4,9,6,0
461,462,Juan Cuadrado,co COL,DF,Atalanta,it Serie A,36-129,1988,2,0,64,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,7,13,0.00,0.00,0.00,0.00,0.00,0.25,0.11,0.36,0.25,0.36,1,0,0,0,1,1,2,50.0,1,0,0,0,0,1,2,0
462,463,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,17-254,2007,8,7,572,6.4,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,7,38,1,0.00,0.16,0.16,0.00,0.16,0.02,0.13,0.15,0.02,0.15,5,4,4,1,0,2,5,40.0,3,1,1,0,2,7,16,0
463,464,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26-072,1998,6,6,500,5.6,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,5,16,14,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,7,5,5,2,0,3,8,37.5,5,9,4,5,5,12,23,0
464,465,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25-128,1999,6,5,461,5.1,2,0,2,2,0,0,1,0,1.5,1.5,0.8,2.3,20,14,33,0.39,0.00,0.39,0.39,0.39,0.29,0.16,0.45,0.29,0.45,6,5,2,2,2,0,6,0.0,6,2,0,2,3,9,10,0
465,466,Patrick Cutrone,it ITA,FW,Como,it Serie A,26-273,1998,6,6,472,5.2,4,0,4,4,0,1,0,0,2.4,1.6,0.3,1.9,13,4,42,0.76,0.00,0.76,0.76,0.76,0.46,0.06,0.52,0.31,0.37,6,5,0,3,3,2,3,66.7,1,1,0,1,1,7,2,0
466,467,Tomáš Čvančara,cz CZE,"FW,MF",Gladbach,de Bundesliga,24-050,2000,5,0,79,0.9,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,3,4,1.14,0.00,1.14,1.14,1.14,0.21,0.13,0.35,0.21,0.35,1,1,0,1,0,1,1,100.0,0,2,1,1,0,1,1,0
467,468,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,29-248,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,0,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.63,0.63,0.63,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
468,469,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,36-023,1988,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
469,470,Lucas Da Cunha,fr FRA,"MF,FW",Como,it Serie A,23-115,2001,5,3,200,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,9,10,16,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.18,0.06,0.18,5,2,3,1,1,2,3,66.7,1,5,0,5,0,5,1,0
470,471,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,28-275,1996,2,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
471,472,Thijs Dallinga,nl NED,"FW,MF",Bologna,it Serie A,24-060,2000,4,1,118,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0,0,8,0.00,0.00,0.00,0.00,0.00,0.22,0.04,0.26,0.22,0.26,3,2,0,1,2,1,1,100.0,0,1,1,0,0,3,4,0
472,473,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,25-198,1999,6,6,540,6.0,0,1,1,0,0,0,1,0,0.0,0.0,1.0,1.0,6,29,19,0.00,0.17,0.17,0.00,0.17,0.00,0.17,0.17,0.00,0.17,13,10,5,7,1,6,8,75.0,2,5,3,2,14,27,11,0
473,474,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,24-091,2000,6,4,374,4.2,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,13,26,10,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.18,0.08,0.18,16,10,7,4,5,5,10,50.0,5,11,1,10,9,25,5,1
474,475,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23-158,2001,4,2,250,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,10,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,3,3,1,2,0,1,6,16.7,5,4,1,3,3,6,8,0
475,476,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,23-156,2001,1,1,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
476,477,Danilo,br BRA,DF,Juventus,it Serie A,33-079,1991,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,1,0,0,,0,1,1,0,1,2,2,0
477,478,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,27-245,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.90,0.00,0.90,0.90,0.90,0.37,0.01,0.38,0.37,0.38,2,1,0,1,1,0,1,0.0,1,1,0,1,0,2,0,0
478,479,Arnaut Danjuma,nl NED,"FW,MF",Girona,es La Liga,27-245,1997,5,3,272,3.0,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,19,13,33,0.00,0.00,0.00,0.00,0.00,0.14,0.12,0.27,0.14,0.27,5,3,2,2,1,1,3,33.3,2,2,0,2,1,6,0,0
479,480,Kévin Danois,fr FRA,"MF,DF",Auxerre,fr Ligue 1,20-096,2004,5,2,221,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.6,4,21,7,0.00,0.00,0.00,0.00,0.00,0.13,0.10,0.23,0.13,0.23,7,6,4,3,0,3,7,42.9,4,0,0,0,6,13,3,0
480,481,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,26-013,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,3,0,2,1,0,1,2,50.0,1,2,2,0,2,5,12,0
481,482,Dante,br BRA,DF,Nice,fr Ligue 1,40-350,1983,6,5,473,5.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,6,33,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,5,3,6,2,7,9,77.8,2,4,1,3,7,18,10,0
482,483,Pape Daouda Diongue,sn SEN,MF,Strasbourg,fr Ligue 1,,,1,1,45,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,0,2,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.32,0.32,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0
483,484,Mohammed Daramy,dk DEN,FW,Reims,fr Ligue 1,22-269,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
484,485,Bence Dárdai,de GER,FW,Wolfsburg,de Bundesliga,18-252,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,0.80,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
485,486,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,30-285,1993,8,6,531,5.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,10,24,19,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.09,0.01,0.09,11,6,5,2,4,1,8,12.5,7,1,0,1,2,13,4,1
486,487,Matteo Darmian,it ITA,DF,Inter,it Serie A,34-305,1989,6,5,399,4.4,1,1,2,1,0,0,0,0,0.6,0.6,0.5,1.1,1,7,22,0.23,0.23,0.45,0.23,0.45,0.14,0.10,0.24,0.14,0.24,13,7,5,5,3,5,10,50.0,5,2,2,0,1,14,11,0
487,488,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,26-001,1998,4,2,176,2.0,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,2,1,5,0.51,0.00,0.51,0.51,0.51,0.30,0.14,0.44,0.30,0.44,1,1,0,0,1,0,5,0.0,5,3,0,3,0,1,3,0
488,489,Juan David Cabal,co COL,DF,Juventus,it Serie A,23-268,2001,3,3,211,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,6,5,7,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,3,1,3,0,0,2,6,33.3,4,1,0,1,1,4,7,1
489,490,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,24-262,2000,6,3,373,4.1,5,0,5,4,1,1,0,0,2.9,2.1,0.2,2.3,6,10,31,1.21,0.00,1.21,0.97,0.97,0.69,0.04,0.74,0.50,0.55,5,1,0,3,2,2,4,50.0,2,2,0,2,1,6,0,0
490,491,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,23-335,2000,4,3,297,3.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,13,24,24,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.07,0.14,5,1,2,1,2,4,4,100.0,0,3,0,3,2,7,4,0
